Meeting / File Date,Name,File Type,Media Purpose,Download Link
4/22/2014,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2014/April/Approved RDA Minutes 04222014_4b99aad.pdf
4/22/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/April/Approved Minutes 04222014_710f260e.pdf
5/14/2014,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2014/May/PC Agenda 05-14-14_e50d0ccc.pdf
2/4/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/February/Approved CCM02042014_f1b63878.pdf
2/11/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/February/Approved CCM02112014_bf2e6fc9.pdf
2/18/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/February/Approved CCM02182014_32ff4623.pdf
3/4/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/March/Approved CCM03042014_3e95af55.pdf
3/11/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/March/Approved CCM03112014_499829e7.pdf
3/18/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/March/Approved CCM03182014_618dc0e4.pdf
4/1/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/April/Approved CCM04012014_fc37ee7c.pdf
2/4/2014,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2014/February/Approved CCM02042014_18a2d17f.pdf
5/14/2014,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2014/May/PC Packet 05-14-14_3b05ab1d.pdf
5/13/2014,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/May/20140513CWA_cda784b8.doc
3/26/2014,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2014/March/03262014_b89d86d9.pdf
5/20/2014,City Council,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/May/20140520CCA_b52c8dbd.pdf
5/20/2014,City Council,Document,Packets,http://www.midvalecity.org/files/council/packets/2014/May/May 20th Council Packet_5177f29c.pdf
5/28/2014,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2014/May/PC Agenda 05-28-14_4482eff2.pdf
5/6/2014,City Council,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/May/20140506CCM_fb097bf2.pdf
5/13/2014,City Council,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/May/20140513CWM_7f302781.pdf
5/13/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/May/Signed Minutes May 13 2014_2f856f56.pdf
5/6/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/May/Signed Minutes May 6 2014_bc0cebf1.pdf
6/3/2014,City Council,Document,Packets,"http://www.midvalecity.org/files/council/packets/2014/June/June 3, 2014 Council Packet_3acef0ff.pdf"
6/3/2014,City Council Agenda,Document,Agendas,"http://www.midvalecity.org/files/council/agendas/2014/June/June 3, 2014 Council Agenda_3847667a.pdf"
4/23/2014,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2014/April/04232014_9c8fe6f9.pdf
6/11/2014,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2014/June/06-11-14 PC Agenda_fa32a922.pdf
6/11/2014,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2014/June/06-11-14 PC Packet_6cb7abce.pdf
5/14/2014,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2014/May/05142014_b849534.pdf
5/28/2014,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2014/May/05282014_c6cf5ff5.pdf
6/17/2014,City Council,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/June/20140617CCA_44279fe.pdf
6/17/2014,City Council,Document,Packets,"http://www.midvalecity.org/files/council/packets/2014/June/Council Packet June 17, 2014_912961fe.pdf"
5/20/2014,City Council,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/May/20140520CCM_a107e5ef.pdf
6/25/2014,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2014/June/PC Agenda 06-25-14_82166336.pdf
6/25/2014,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2014/June/PC Packet 06-25-14_415a8904.pdf
7/1/2014,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/July/CCA20140701_397bf43d.doc
7/1/2014,Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2014/July/CouncilPacket20140701_1d8e80ea.pdf
6/3/2014,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2014/June/Approved Minutes 20140603_64d32ec2.pdf
7/1/2014,Amended City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/July/Amended20140701CCA_e54d459d.pdf
7/1/2014,Amended City Councilpacket,Document,Packets,http://www.midvalecity.org/files/council/packets/2014/July/Amendedcouncilpacket20140701_7d2e3f6d.pdf
7/22/2014,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2014/July/CCA20140722_ead4eab5.pdf
7/22/2014,Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2014/July/Councilpacket20140722_6ed6ac5e.pdf
